"Name","Symbol","Exchange","Industry","Rating","MarketCap","EV","Revenue","GrossProfit","EBITDA","EBIT","NetIncome","Cash","PPnE","Assets","Debt","Equity","Receivables","Inventory","CurrentAssets","ShortTermDebt","LTD_Cap_Leases","Leases_LongTerm","LongTermDebt","Liabilities","Liabilities_N_Equity","Debt_Current","Debt_NonCurrent","Debt_Net","EBITDA_sd","Vol","EL","BL","LM","AP","AR","RoD","nEL","nBL","nLM","nAP","nAR","nRoD","RD","nRD"
"Jabil Inc. (NYSE:JBL)","NYSE:JBL","New York Stock Exchange (NYSE)","IT","BBB-",5155.37,6768.63,22104.15,1708.65,1400.45,1052.705,316.77,1167.62,3074.99,11251.4,1444.86525,2171.03,2116.92,2832.84,7106.69,0,187.79,101.9,2025.99,10165.895,11251.4,187.789,2127.902,1148.08,448.522072416112,0.0662648235191039,0.343542909887809,0.204153466401882,1.67635752231933,0.598381056294852,1.69083854767672,0.605425514298001,0.16379600829264,0.109083031880359,0.799032459653842,0.669907358414547,1.51109014073758,1.32824788295496,0.605425514298001,1.32824788295496
"Janus International Group, Inc. (NYSE:JBI)","NYSE:JBI","New York Stock Exchange (NYSE)","Industrials","B",1609.35,2347.4,695.4,241.8,141.4,123.375,55.2,26.1333333333333,34.2666666666667,952.466666666667,486.45,180.033333333333,100.3,36.7,173.3,0,7.34,0,649.966666666667,862.45,952.466666666667,7.34,649.96,631.2,16.5462986797652,0.00704877680828373,0.290726208903305,0.695022698293205,4.75146257730874,2.41914022204604,0.434508453420813,0.210495539084497,0.2788441195958,0.686305842238076,4.53410523304798,2.51111613774618,0.422606978257228,0.220604362149295,0.210495539084497,0.220604362149295
"Johnson Controls International plc (NYSE:JCI)","NYSE:JCI","New York Stock Exchange (NYSE)","Industrials","BBB+",33060.03,42625.23,29463.3,7194.7,3224.6,2775.1,1557.6,953.6,5246.3,41373.1,6320.525,17469.8,6149.5,2308.2,12312.7,432.4,486,193,7636.6,32638.2,41373.1,918.4,7829.6,7786.1,540.94961769918,0.0126908316435871,0.20361274217704,0.209444590901093,2.74233527306745,1.06360563656442,0.971398483081443,0.399354105851468,0.180210869097774,0.189075305130183,2.44203895776777,1.09078454989012,0.94821945539996,0.47228474750321,0.399354105851468,0.47228474750321
"Jones Lang LaSalle Incorporated (NYSE:JLL)","NYSE:JLL","New York Stock Exchange (NYSE)","Real Estate","BBB+",6537.63,8262.78,7761.48,5383.81,845.61,748.515,441.28,339.92,731.03,9061.47,1013.29875,3653.25,1777.48,0,3976.54,514.39,76.677,215.88,657.43,7234.85,9061.47,591.065,873.31,1124.45,353.670497780066,0.042802845746839,0.166678028386269,0.149156229687505,1.62982862580871,1.00432090258738,1.06335846322739,0.766536795417498,0.127169337015339,0.11585612844643,1.23707293758862,1.04408791898884,1.02384977185646,1.35431709522823,0.766536795417498,1.35431709522823
"Kaman Corporation (NYSE:KAMN)","NYSE:KAMN","New York Stock Exchange (NYSE)","Industrials","BB-",1295.24,1557.91,1319.65,391.46,129.5,112.345,57.18,87.66,168.78,1315.81,203.9885,619.29,237.89,293.07,692.21,1.728,19.174,5.441,274.87,1006.165,1315.81,20.905,280.309,213.55,23.5168969986358,0.0150951576141342,0.195529470536226,0.227774642496963,2.31727511256493,1.17556223925244,0.878612639569715,0.449684221122272,0.129414153633479,0.158079835490026,1.5132612238011,1.25860331270485,0.812484552117478,0.548081840250243,0.449684221122272,0.548081840250243
"KAR Auction Services, Inc. (NYSE:KAR)","NYSE:KAR","New York Stock Exchange (NYSE)","Industrials","B",4574.58,7884.11,2532.64,1090.1,541.56,440.96,168.52,285.4,809.95,6271.72,2472.1925,1612.48,2209.12,0,2696.47,1203.83,58.7,104.62,2024.24,5465.48,6271.72,1262.53,2128.86,3105.99,156.208096247708,0.0198130285152932,0.461098556502153,0.537658292780648,6.80400072356454,1.26095646427938,0.858719903344394,0.165131971104967,0.419060806470892,0.515995929163318,6.16877474294929,1.31520023196919,0.816682153313133,0.178528942674212,0.165131971104967,0.178528942674212
"Kellogg Company (NYSE:K)","NYSE:K","New York Stock Exchange (NYSE)","Consumer Staples","BBB",23224.95,31402.95,13827,5014,2368,2119.6,1106.8,327.3,3903.5,16402.7,5921.775,2950.5,1193.4,1283.5,3266.3,516.6,679.3,145.5,6663.4,14927.45,16402.7,1195.9,6808.9,7677.5,570.186714058552,0.0181571067068079,0.255657834948353,0.489473891189152,3.52040275990626,1.92869712413376,0.52431157910757,0.297846406943035,0.245151891478009,0.479047055010589,3.37399679594807,1.96779660946891,0.513805635637227,0.310411735323765,0.297846406943035,0.310411735323765
"Kennametal Inc. (NYSE:KMT)","NYSE:KMT","New York Stock Exchange (NYSE)","Industrials","BBB",2780.76,3412.58,2292.21,736.94,360.31,300.565,49.07,262.83,860.99,2911.65,526.74855,1410.8,397.46,548.63,1293.8,67.4026,48.0752,8.6726,665.81,2206.25,2911.65,115.4662,674.478,527.12,75.4618733754559,0.022112851090804,0.23757251753429,0.271713972427217,2.31585964835584,1.18847128800793,0.874854812939411,0.483938128440006,0.16060303822825,0.199472508426679,1.54356140897227,1.31244162433762,0.797880781110977,0.731311465855476,0.483938128440006,0.731311465855476
"Keysight Technologies, Inc. (NYSE:KEYS)","NYSE:KEYS","New York Stock Exchange (NYSE)","IT","BBB",14496.05,14968.8,3656.2,2117,841.9,742.6,514.9,921.3,577.7,4789.4,739.35,2096.2,512.7,587.9,2222.6,0,59.3,34.8,1198.8,3741.3,4789.4,59.3,1233.6,371.6,338.991461708272,0.0226465355745466,0.130087117668615,0.241978739971021,1.59087204174649,2.5567430865246,0.421323571520404,Inf,0.0459997162334102,0.0930142817161266,0.560237336606926,3.26268206005485,0.337236170085199,Inf,Inf,Inf
"Kimberly-Clark Corporation (NYSE:KMB)","NYSE:KMB","New York Stock Exchange (NYSE)","Consumer Staples","A",42983.7,50513.8,19085.9,6602.1,3991.5,3613.05,1866.3,666.1,7728.3,16407.4,5598.65,1421.9,2085.9,1959.6,5528.7,457.8,655.3,117,6456.8,15696.45,16407.4,1113.1,6573.8,7020.8,252.643908385784,0.00500148292913588,0.152664540061907,0.474877489308132,1.93928309719037,3.13073115346867,0.329008942961357,0.526756895903317,0.139139985485646,0.451866234612265,1.77383526537952,3.26317652622471,0.315484388385097,0.584860688189132,0.526756895903317,0.584860688189132
"Kinder Morgan, Inc. (NYSE:KMI)","NYSE:KMI","New York Stock Exchange (NYSE)","Energy","BBB",44146.55,84552.95,13953.4,7163.7,6127.8,5030.7,1002.6,1029.3,37156.6,76535.5,27923.475,32671.3,1477.7,411.7,3605.4,810.9,1692.4,82.6,34988.5,60199.85,76535.5,2503.3,35071.1,36545.1,547.739759780541,0.00647806800094545,0.453243948128059,0.490458714367384,6.14856472759308,1.10235817778369,0.926434031286522,0.163526285517243,0.440423483975898,0.483273159403439,5.98051127574179,1.11728005523573,0.913613567134361,0.168502099195027,0.163526285517243,0.168502099195027
"Kirby Corporation (NYSE:KEX)","NYSE:KEX","New York Stock Exchange (NYSE)","Industrials","BBB-",4286.52,5450.6,2332.47,726.74,472.45,374.125,109.36,21.864,3134.94,4832.11,824.10555,2636.48,361.24,269.12,824.04,0.2008,27.72,46.27,1031.92,3513.88,4832.11,27.9182,1078.184,1084.23,107.757858697689,0.0197699076611179,0.207966273504791,0.226151160391919,2.5845148631769,1.17338867732359,0.913710623954102,0.493243283212417,0.203772871395087,0.22294506446781,2.52744705110695,1.1778439659412,0.909515585826852,0.501415244670765,0.493243283212417,0.501415244670765
"Kohl's Corporation (NYSE:KSS)","NYSE:KSS","New York Stock Exchange (NYSE)","Consumer","BBB-",8522.22,13065.12,19037,7195.4,2250.8,1798.75,695.7,1151.9,8612.6,14057.9,3547.675,5493.8,0,3548,5165.8,0,167.4,2354.6,2592.2,11311,14057.9,167.4,4946.8,3962.3,473.511656550173,0.0362424269007995,0.410069135478846,0.36116104632014,2.49077528316606,0.933476073513781,1.11348263010304,0.467609585319226,0.320048204983338,0.304878164513242,1.91775917400924,1.01688263898096,1.02346169960754,0.606016321335768,0.467609585319226,0.606016321335768
"Kontoor Brands, Inc. (NYSE:KTB)","NYSE:KTB","New York Stock Exchange (NYSE)","Consumer","BB",1952.375,2572.55,2474.175,1033.6,290.125,273.3125,156.05,143.56,168.98,1836.18,471.2285,676.68,407.82,415.18,1240.84,109.7458,22.38,25.5,518.52,1497.84,1836.18,132.136,544.018,532.6,59.047290369669,0.0229528251616758,0.309949021688254,0.418025513200643,2.90587063428572,1.56813456985864,0.788805206472805,0.531636118573292,0.248796209867301,0.372490908922932,2.34451285480708,1.78116571393151,0.72764838217004,0.759828280896793,0.531636118573292,0.759828280896793
"Koppers Holdings Inc. (NYSE:KOP)","NYSE:KOP","New York Stock Exchange (NYSE)","Materials","B+",641.7,1380.42,1588.02,292.74,167.5,143.095,36.04,45.98,352.53,1256.44,533.755,155.23,167.96,248.06,513.71,0,23.62,24.31,679.07,1178.825,1256.44,23.62,703.38,681.02,39.4423348418647,0.0285727060183602,0.516583067606381,0.563911304276472,4.52753305744055,1.14265879700984,0.904946758976169,0.267700646614672,0.481483950200511,0.541632797072889,4.23230649592977,1.19770518505607,0.869847641570299,0.308721604303622,0.267700646614672,0.308721604303622
"KORE Group Holdings, Inc. (NYSE:KORE)","NYSE:KORE","New York Stock Exchange (NYSE)","Communication","B-",129.185,598.1,240.5,124.1,38.35,12.335,-33.9,34.8666666666667,13.7333333333333,728.133333333333,246.66,290.8,42.2666666666667,8.01666666666667,90.8666666666667,2.76666666666667,3.87333333333333,0.418666666666667,333.433333333333,582.733333333333,728.133333333333,6.64,333.866666666667,305.633333333333,9.40452018978108,0.0157239929606773,0.588713533870751,0.466257223216123,9.7382229232387,0.81792676596705,1.22546110117526,0.113231412163294,0.513240455858615,0.441272149208767,8.26731160182264,0.878473972900194,1.14998802316313,0.126494363843823,0.113231412163294,0.126494363843823
"Kosmos Energy Ltd. (NYSE:KOS)","NYSE:KOS","New York Stock Exchange (NYSE)","Energy","B+",2682.55,3939.99,879.11,655.27,353.03,196.425,-105.539,305.02,2684.74,3458.97,1052.89325,941.66,55.1981,86.1,625.71,0,4.98,6.54,1494.03,2988.13,3458.97,4.981,1500.562,1200.5,308.464721735818,0.0782907372190838,0.391833073542554,0.420889014697961,5.50519501832953,1.210732235592,0.914605659747604,0.275402128844255,0.313447555919895,0.342996615155185,4.58298741556749,1.40123695760046,0.836222493891173,0.65762497966265,0.275402128844255,0.65762497966265
"Kyndryl Holdings, Inc. (NYSE:KD)","NYSE:KD","New York Stock Exchange (NYSE)","IT","BBB-",2115.4,4600.4,18827.75,2195.5,227,-418.875,-2015.75,761,4916.33333333333,12054,1647.75,4527.33333333333,1906.33333333333,0,3923.66666666667,9.66666666666667,402.666666666667,1044.66666666667,993.666666666667,9790.33333333333,12054,412.333333333333,2038.33333333333,1689.66666666667,666.094587877728,0.144790580792481,0.99991305103904,0.196058683482202,0.442669923434638,0.348172254597745,2.87214155290844,-0.0117741129435282,0.516694200504304,0.150574340014533,-1.10055662548734,0.41859872611465,2.38892270237371,0.0576424408377556,-0.0117741129435282,0.0576424408377556
"L3Harris Technologies, Inc. (NYSE:LHX)","NYSE:LHX","New York Stock Exchange (NYSE)","Industrials","BBB",21657.11,25774.64,9656.19,3059,2003.76,1782.885,822.81,629.222222222222,1551.8,18317.7111111111,3552.45277777778,8772.8,1831.4,856.077777777778,3709.01111111111,46.1777777777778,223.933333333333,275,4401.23333333333,13931.3111111111,18317.7111111111,270.111111111111,4676.23333333333,4317.12222222222,1142.37869883658,0.0443218100751971,0.232011578492474,0.321095446978143,2.56578787292961,1.49084527811322,0.719557540795274,0.43968163003317,0.200352883321239,0.288100621718417,2.23666447865485,1.56868939190326,0.687898845624038,0.534483193324459,0.43968163003317,0.534483193324459
"Laboratory Corporation of America Holdings (NYSE:LH)","NYSE:LH","New York Stock Exchange (NYSE)","Health Care","BBB",15581.9,20779.35,10120.61,3351.44,2100.52,1903.35,1003.58,649.67,1746.83,14077.62,3882.1375,5972.18,1694.21,232.7,2862.28,0,375.17,245.06,4772.51,11091.53,14077.62,375.17,5017.57,4743.07,1062.18569814008,0.051117368836854,0.259882960401293,0.391975548116117,2.76636403306444,1.5580938092867,0.666036070897116,0.394822115155956,0.22836490655855,0.360024467829266,2.45527938982224,1.64374330459748,0.634518017054372,0.465136379371206,0.394822115155956,0.465136379371206
"Lamb Weston Holdings, Inc. (NYSE:LW)","NYSE:LW","New York Stock Exchange (NYSE)","Consumer Staples","BB+",9304.56666666667,11660.3666666667,3510.2,829.4,667.728571428571,594.242857142857,349.157142857143,295.8,1328.5875,2912.775,1251.28125,499.2875,248,500.125,1136.35,70.8875,38.5625,44.575,1612.95,2663.13125,2912.775,109.45,1657.525,1471.175,122.91125137385,0.0105409422265609,0.189704823273484,0.535317762078293,2.95333589491933,3.8068541356343,0.272956026595196,1.3654293853324,0.159556086152075,0.509847699527179,2.39769043429797,4.16342642171854,0.242807289473787,1.7734899067005,1.3654293853324,1.7734899067005
"Lannett Company, Inc. (NYSE:LCI)","NYSE:LCI","New York Stock Exchange (NYSE)","Health Care","CCC+",706.97,1125.49,470.18,216.21,140.56,123.0895,-51.264,130.06,147.92,911.23,330.8954,332.26,126.32,92.61,374.65,0,46.4832,2.084,435.9534,745.1,911.23,46.4982,438.0514,354.49,100.543480920225,0.0893330735237315,0.538315116281117,0.389862328582279,-0.849520969260919,2.47305699876549,0.961674132269526,44.8339263360713,0.413191097773688,0.150320000414545,-1.16930950861961,3.65262363803512,0.836568034178964,-0.434746463964341,44.8339263360713,-0.434746463964341
"Laredo Petroleum, Inc. (NYSE:LPI)","NYSE:LPI","New York Stock Exchange (NYSE)","Energy","B-",1951.08,3138.16,846.69,539.31,447.29,333.72,-233.65,62.85,1978.75,2317.08,916.88775,725.33,85.05,4.08,229.85,0,3.369,3.185,1236.89,1954.425,2317.08,3.376,1240.085,1180.63,250.847649425348,0.0799346271144071,0.455862278918806,0.564130530159867,-0.913350035220039,1.40410481940094,0.850520986141186,0.376707172423659,0.434246279652768,0.550161974673723,-0.891803610760095,1.44812808360534,0.828896786045383,0.407663205680107,0.376707172423659,0.407663205680107
"Las Vegas Sands Corp. (NYSE:LVS)","NYSE:LVS","New York Stock Exchange (NYSE)","Consumer","BB+",44805.94,54134.76,10813.32,8375.91,3451.86,2910.99,1761.08,2915.55,14801.62,21587.3,7709.20925,6975.85,923.5,36.95,4717.55,0,152.1,67,11031.7,18099.37,21587.3,152.104,11098.693,8335.24,1958.30387336706,0.0361746107929002,0.222679335594641,0.523221691399968,6.68910581236633,2.5093927304588,0.414875987219068,0.335701369823871,0.167373743387082,0.447377286083384,5.59837056122094,2.89924545327736,0.359570542217321,0.483875970887619,0.335701369823871,0.483875970887619
"Lear Corporation (NYSE:LEA)","NYSE:LEA","New York Stock Exchange (NYSE)","Consumer","BBB-",8584.51,9663.81,18459.61,1761.02,1546.83,1337.46,777.17,1331.76,2337.4,10772.28,1174.53,3900.91,2753.16,1100.14,5873.96,3.77,70.6,139.95,1803.42,8821.825,10772.28,74.37,1943.37,662.64,412.432435005353,0.0426780364064849,0.209001537987642,0.181292698836608,1.34604079748338,0.902364855175362,1.16110485120423,0.882692625345735,0.0589792695556984,0.0592772586013599,0.419796861437215,1.03248310869283,1.01334120735849,0.498798991964103,0.882692625345735,0.498798991964103
"Leggett & Platt, Incorporated (NYSE:LEG)","NYSE:LEG","New York Stock Exchange (NYSE)","Consumer","BBB",5619.69,6922.38,4133.03,892.72,575.46,507.73,288.85,325.21,711.67,3730.79,957.425,1292.26,500.45,601.69,1523.88,0,127.51,40.89,1216.57,3084.66,3730.79,127.51,1257.46,1059.76,103.031734054233,0.0148838598941741,0.201793458910108,0.358526289734906,2.34592167773897,1.93398713818407,0.547220076838721,0.453356513382976,0.153739070334621,0.293202250727765,1.76315247475788,2.13205262447834,0.499165688263234,0.635205543185711,0.453356513382976,0.635205543185711
"Leidos Holdings, Inc. (NYSE:LDOS)","NYSE:LDOS","New York Stock Exchange (NYSE)","Industrials","BBB-",8473.33,11181.23,9202.64,1239.45,851.42,754.485,367.5,537,532.444444444444,8382,2214.16666666667,2972.66666666667,1621.55555555556,99.6666666666667,2764.55555555556,42.2222222222222,95.1111111111111,170.333333333333,2823.55555555556,6895.66666666667,8382,137.333333333333,2993.88888888889,2594.22222222222,431.304465288476,0.038573973103896,0.266979424463259,0.354194750100024,3.36810796615565,1.357665330565,0.777988538025738,0.305983403826007,0.200230327013671,0.294130774608484,2.57298065118251,1.46906824096848,0.71123944057615,0.462602505544105,0.305983403826007,0.462602505544105
"Lennar Corporation (NYSE:LEN)","NYSE:LEN","New York Stock Exchange (NYSE)","Consumer","BBB-",14731.88,21015.09,14881.97,3423.64,2114.27,2082.585,1525.15,1621.57,250.9,20415.36,4889.92375,10484.03,200.61,12066.72,15931.72,3.61,77.8168,12.31,5876.32,15173.345,20415.36,407.892,6652.523,5438.87,1689.8667396836,0.0804120629359,0.351216233616664,0.381546321407588,5.10088293418378,1.08609119799739,0.956740880888999,0.293149129180083,0.2735939488979,0.324964648419309,3.9889322410168,1.19173322106706,0.879117064491756,0.424173412650768,0.293149129180083,0.424173412650768
"Lennox International Inc. (NYSE:LII)","NYSE:LII","New York Stock Exchange (NYSE)","Industrials","BBB",7381.64,8534.47,3638.28,1018.93,494.2,461.82,291.54,53.66,449.63,1846.86,686.06,57.68,450.91,454.26,1042.57,68.48,109.61,60.89,694.83,1818.02,1846.86,178.09,755.72,876.62,125.197018068856,0.0146695715221748,0.111227012453778,0.494563529633814,1.8448406984684,4.56315102293349,0.24496921906215,0.571632205440283,0.103865090678178,0.477398890643902,1.72423593939171,4.70935233126804,0.238250565564843,0.621820329886586,0.571632205440283,0.621820329886586
"Levi Strauss & Co. (NYSE:LEVI)","NYSE:LEVI","New York Stock Exchange (NYSE)","Consumer","BB+",7812.5,8810.8,4997.88,2631.29,603.46,543.06,251.18,674.51,653.95,3775.01,939.8022,697.84,545.69,728.99,2120.44,48.858,51.686,187.7562,1189.6,3426.105,3775.01,100.543,1377.357,803.4088,151.971270676767,0.0172482942158223,0.194501935003547,0.393156753454854,2.78307630441669,1.87917744219588,0.562381057044419,0.459773259885843,0.0743005972544637,0.264369987752557,1.47492629086527,2.42661263278569,0.442182975183512,-107.091747039273,0.459773259885843,-107.091747039273
"Linde plc (NYSE:LIN)","NYSE:LIN","New York Stock Exchange (NYSE)","Materials","A",73777.53,85099.93,17464,7485.3,5484.1,4318.2,2318.3,1545.6,18665.4,46603.3,8299.425,24080.3,2795.9,1003.8,6604.5,1056,750.4,245.9,9528.8,34563.15,46603.3,1806.4,9774.7,10035.5,2681.77724860047,0.0315132720861283,0.158283715544928,0.346296145756683,2.26575297310383,2.10971777907012,0.499122362315869,0.458825943127115,0.144913369263561,0.328123549873834,2.03358447544085,2.15855223125325,0.485752016034501,0.523721839374085,0.458825943127115,0.523721839374085
"Lithia Motors, Inc. (NYSE:LAD)","NYSE:LAD","New York Stock Exchange (NYSE)","Consumer","BB+",3687.51,6474.06,10575.86,1735.57,615.03,583.795,334.33,70.19,1401.26,4836.8,2041.9075,1444.77,440.55,1788.57,2351.38,1442.14,59.48,118.28,1126.05,4114.42,4836.8,1501.61,1244.33,2675.75,569.239894850044,0.0879262618588712,0.439842036478753,0.589453303461121,5.24051301016085,1.39249496016547,0.74393829307248,0.207509108112839,0.42907741847263,0.583142723694674,5.11355148724394,1.41391853891613,0.733173675066357,0.213428377926641,0.207509108112839,0.213428377926641
"Live Nation Entertainment, Inc. (NYSE:LYV)","NYSE:LYV","New York Stock Exchange (NYSE)","Communication","B",9735.64,11288.13,7585.25,2091.39,330.19,144.61,-255.923,2060.17,1311.56,8183.16,2019.732,1401.21,639.83,16.86,3273.01,0,194.69,443.1,2741.94,7482.565,8183.16,194.687,3185.011,1319.53,595.401713971332,0.0527458236192648,0.319224611289153,0.386825353529065,5.51580349877932,1.2885128689048,0.865226963114939,0.168384545138691,0.117779449299644,0.192522549344158,1.75871287986108,1.72010675619943,0.663780009498585,0.644341652586385,0.168384545138691,0.644341652586385
"Lockheed Martin Corporation (NYSE:LMT)","NYSE:LMT","New York Stock Exchange (NYSE)","Industrials","A-",80863.22,90136.72,52557.1,6479.3,7115,6627.4,4569.9,2079.9,5967,44960.8,8062.8,3390.1,9139.9,3422.7,15908.3,60,483.7,110.1,10789.9,43265.75,44960.8,543.7,10900,9363.8,1770.07055728798,0.019637618911449,0.129455102845702,0.249124011834685,1.64653766824004,1.9685123100944,0.547197456774311,0.676715972393899,0.103592463255499,0.211717272584262,1.34795864409133,2.06366185118921,0.521334817184108,0.898578720627608,0.676715972393899,0.898578720627608
