"Name","Symbol","Exchange","Industry","Rating","MarketCap","EV","Revenue","GrossProfit","EBITDA","EBIT","NetIncome","Cash","PPnE","Assets","Debt","Equity","Receivables","Inventory","CurrentAssets","ShortTermDebt","LTD_Cap_Leases","Leases_LongTerm","LongTermDebt","Liabilities","Liabilities_N_Equity","Debt_Current","Debt_NonCurrent","Debt_Net","EBITDA_sd","Vol","EL","BL","LM","AP","AR","RoD","nEL","nBL","nLM","nAP","nAR","nRoD","RD","nRD"
"Oshkosh Corporation (NYSE:OSK)","NYSE:OSK","New York Stock Exchange (NYSE)","Industrials","BBB",4947.95,5369.46,7152.38,1133.95,580.17,522.37,298.14,482.333333333333,504.611111111111,5212.88888888889,537.891666666667,2369.8,1218.97777777778,1180.86666666667,3011.18888888889,7.96666666666667,21.5444444444444,13.2,835.255555555556,4027.98888888889,5212.88888888889,29.5111111111111,848.455555555556,395.633333333333,214.367452183291,0.0399234657085239,0.176952395523918,0.171517147836339,2.48924905188863,0.983484409891385,1.03575997310309,0.659643867705267,0.0799933095726693,0.0877064673632412,0.417328675855809,1.07805837054413,0.938800887151843,1.37724265401068,0.659643867705267,1.37724265401068
"Otis Worldwide Corporation (NYSE:OTIS)","NYSE:OTIS","New York Stock Exchange (NYSE)","Industrials","BBB",29268.4666666667,35659.8,13495,3966,2213.66666666667,2117.5,1102,1535.2,1035.2,10180,1850.6,203.8,3259.4,718.2,6307.2,160.6,97.6,217.8,2503.2,10078.1,10180,258.2,2721,1444,129.074913648367,0.00361961967392881,0.131616890604223,0.260839490125275,2.18959482589006,3.28460403476384,0.306914022631929,1.4604386561479,0.0866945175556123,0.126289719571531,1.46639645230288,3.86140227080832,0.261991649583319,-0.521175599862043,1.4604386561479,-0.521175599862043
"Owens & Minor, Inc. (NYSE:OMI)","NYSE:OMI","New York Stock Exchange (NYSE)","Health Care","BB-",1803.71,2734.56,9327.83,1194.07,270.38,241.19,33.34,97.97,297.7,3043.08,638.2235,858.88,650.31,1040.5,2074.82,0,23.447,43.25,816.96,2613.64,3043.08,23.438,860.186,785.65,95.9075805137425,0.0350723994038319,0.354125676997599,0.269814882856016,3.71735467059189,0.909429338241895,1.22406165509765,0.474370751477326,0.313744794208378,0.242098728997411,3.32282343955371,0.942045676711556,1.18368077230843,0.71782477945885,0.474370751477326,0.71782477945885
"Owens Corning (NYSE:OC)","NYSE:OC","New York Stock Exchange (NYSE)","Industrials","BBB",6360.71,9073.71,6390.8,1463,1125.2,938.1,333.5,257,3427.9,8572.9,1852.3,4027.8,757.2,864.6,2013.5,8,41,55.3,2451.1,6559,8572.9,49,2506.4,2298.4,425.858296724261,0.0469332055712891,0.282787936635617,0.294353146790236,2.40857352357643,1.05787533492142,0.961959789199296,0.435755883092608,0.257361478728836,0.274035540639991,2.22530299117222,1.09082926319594,0.936533331292515,0.494493042595905,0.435755883092608,0.494493042595905
"Packaging Corporation of America (NYSE:PKG)","NYSE:PKG","New York Stock Exchange (NYSE)","Materials","BBB",8922.32,10896.79,6015.98,1376.06,1233.53,1063.885,552.56,407.76,2937.16,5929.27,1702.79225,2202.03,744.86,697.1,1921.33,0,45.45,72.37,2293.85,4828.255,5929.27,45.446,2366.223,1987.83,352.434098016132,0.0323429283317502,0.224032126044748,0.408108301352905,1.9904791058724,1.85486769343835,0.547781103459061,0.522926417845554,0.187186604094701,0.361699583355002,1.6575152429061,1.9878845221865,0.512159487627926,0.656328581197275,0.522926417845554,0.656328581197275
"Parker-Hannifin Corporation (NYSE:PH)","NYSE:PH","New York Stock Exchange (NYSE)","Industrials","BBB+",22098.15,26174.45,13408.48,3341.46,2227.52,2017.675,1180.2,1550.36,1897.61,14991.47,3069.9955,5875.28,1902.86,1552.73,5493.92,483.3805,125.7004,19.03,3982.02,12053.835,14991.47,609.08,4001.042,3059.74,577.95995016956,0.0220810733432626,0.168955304150019,0.291584022066257,1.98331111580569,1.71260255010044,0.602111896709119,0.56692734959807,0.10153381783691,0.198758717997511,1.22015699468132,1.92812525305382,0.534690905777783,2.39783503834292,0.56692734959807,2.39783503834292
"PBF Logistics LP (NYSE:PBFX)","NYSE:PBFX","New York Stock Exchange (NYSE)","Energy","B+",877,1403.7,230.597777777778,161.344444444444,146.844444444444,134.505555555556,87.9666666666667,28.19,501.91,620.95,359.7265,84.56,35.18,0,65.26,0,3.97,0,500.69,578.67,620.95,3.966,500.71,429.57,86.4807364548763,0.0616091304800715,0.393971132640857,0.714233453819101,3.97857011417365,3.0007508554778,0.46941975293512,-Inf,0.323062492317512,0.591436256766635,3.02523547237624,3.09055866854877,0.447704951394355,-Inf,-Inf,-Inf
"Peabody Energy Corporation (NYSE:BTU)","NYSE:BTU","New York Stock Exchange (NYSE)","Energy","CCC+",2463.11666666667,4276.33333333333,5266.59,1024.96,815.53,451.885,-549.74,729.02,7266.42,9762.27,2787.635,2512.84,418.05,336.44,1867.38,5.18,652.5,23.06,3279.32,8505.85,9762.27,657.68,3302.38,3230.42,438.407319611442,0.102519444916543,0.671638609629509,0.369221139038433,6.67052545473216,0.544573941385418,2.51859697980243,0.352335781866227,0.349589671670933,0.294454099779075,5.5284860824527,0.626896778700485,2.19654804184386,1.05755198479058,0.352335781866227,1.05755198479058
"Penske Automotive Group, Inc. (NYSE:PAG)","NYSE:PAG","New York Stock Exchange (NYSE)","Consumer","BB+",4376.88,10111.44,20132.53,3107.09,765.42,719.65,495.8,47.99,2560.06,9796.87,4103.995,2342.94,789.94,3298.47,4287.22,3141.3,68.49,702.51,1575.69,8625.4,9796.87,3209.79,2278.2,5440,344.248336718325,0.0340454313844838,0.542318737090672,0.56238264802543,7.57345653522075,1.05332779600484,0.96121378425311,0.141427667561918,0.537384332187825,0.560031728095996,7.50750343813145,1.05903154520752,0.956279379350263,0.142911521004311,0.141427667561918,0.142911521004311
"Pentair plc (NYSE:PNR)","NYSE:PNR","New York Stock Exchange (NYSE)","Industrials","BBB-",9924,12320.68,4365.34,1531.22,760.24,689.23,342.71,141.22,595.3,8318,1631.4575,3898.82,844.82,685.3,2090.93,0,7.98,20.78,2193.59,6368.59,8318,7.98,2214.37,2081.13,257.48072290303,0.020898255851384,0.168034804179695,0.25420716362893,2.85698226905531,1.62785578594882,0.656669280712174,0.440591387873373,0.156941134493624,0.240875302275033,2.66964211722484,1.657690762829,0.645575611026103,0.479588866631755,0.440591387873373,0.479588866631755
"PerkinElmer, Inc. (NYSE:PKI)","NYSE:PKI","New York Stock Exchange (NYSE)","Health Care","BBB",9149.55,10761.56,2824.74,1426.55,689.04,600.64,342.52,269.4,328.41,6198.56,1324.92125,2901.91,632.41,348.66,1379.7,0,75.256,73.66,1707.58,4747.6,6198.56,75.257,1781.238,1586.69,543.701691493905,0.0505225721451077,0.167993943257978,0.283640077390491,2.93893568952862,1.72990870425141,0.597764854062276,0.374808896546546,0.14079898533951,0.24889100117043,2.47460711954757,1.81218701836549,0.570639935636154,0.459958500848109,0.374808896546546,0.459958500848109
"Perrigo Company plc (NYSE:PRGO)","NYSE:PRGO","New York Stock Exchange (NYSE)","Health Care","BB",11752.11,14437.65,4464.93,1669.73,902.09,721.74,-299.53,754.988888888889,894.233333333333,12026.3555555556,2688.06111111111,6171.14444444444,975.3,862.333333333333,2872.31111111111,0.555555555555556,312.177777777778,49.3,3473.71111111111,8940.78333333333,12026.3555555556,312.733333333333,3523.01111111111,3080.75555555556,240.262363307744,0.0166413760762828,0.327084125003494,0.322465682706506,4.64264680476025,1.1299621228514,1.00670691613749,0.245623162371948,0.2537466432215,0.268425164021111,3.56652204857577,1.23001577498615,0.933369434355494,0.327852423732129,0.245623162371948,0.327852423732129
"Pfizer Inc. (NYSE:PFE)","NYSE:PFE","New York Stock Exchange (NYSE)","Health Care","A+",212774.38,234236.18,53964.1,41411.5,21651.6,18831.9,14582.5,23426,13881.6,169897.9,25205.05,69455.4,8724.4,7143.4,47805.4,4947.6,2993.7,464.8,33009.3,135170.2,169897.9,7941.3,33474.1,17989.4,6414.18504739474,0.0273834086920079,0.178048740707175,0.244688652026366,2.09463753889635,1.38436887276064,0.734463680082264,0.534065765172756,0.0753709199346295,0.120639273055835,1.01792908745244,1.60275770243227,0.631785859309719,5.62965970503121,0.534065765172756,5.62965970503121
"PG&E Corporation (NYSE:PCG)","NYSE:PCG","New York Stock Exchange (NYSE)","Utilities","BB-",20916.19,44614.89,17451.8,5013.4,5129.7,3703.1,-870.6,561,53522.4,73139.9,17605.65,15917.9,4007,518.2,7578.4,1643.1,2733.8,403.2,18881.1,65180.95,73139.9,4376.9,19284.3,23100.2,1029.33711678925,0.023071604946,0.527434045706909,0.309339044267702,4.46250477242613,0.618760251776487,1.7015670292971,0.240899543451151,0.51208999376208,0.304077826768417,4.35150050058144,0.622656151056908,1.68622297735227,0.247088213399419,0.240899543451151,0.247088213399419
"PGT Innovations, Inc. (NYSE:PGTI)","NYSE:PGTI","New York Stock Exchange (NYSE)","Industrials","B+",779.38,1055.14,588.78,200.59,89.69,78.49,33.67,57.24,108.39,614.62,203.293425,248.06,67.81,37.61,176.56,0,3.3287,14.3,272.51,490.605,614.62,3.3267,286.807,232.89,47.5269151814702,0.0450432314019658,0.250821193770774,0.476544218298342,2.98232480360753,2.10196748043,0.527536214896141,0.371646063311352,0.195780854553554,0.409145898273112,2.30847373458913,2.3993052981165,0.472509458367833,0.54032819803978,0.371646063311352,0.54032819803978
"Philip Morris International Inc. (NYSE:PM)","NYSE:PM","New York Stock Exchange (NYSE)","Consumer Staples","A",143474.44,171429.24,29441.5,19299.8,12913,12463.05,7717.5,4815.2,6688.1,39358.1,20996.95,-9111.3,3297.5,9003.3,18309.7,953.1,2744.1,159.4,25744.4,43913.75,39358.1,3697.2,25903.8,24785.8,1226.36690177849,0.007153779027303,0.175811216162152,0.754093688126086,2.32033171313586,4.40331046195327,0.233455694238281,0.443661465929097,0.146878333869658,0.720580463406334,1.94093561020836,4.98944707073961,0.204522811945787,0.526579814541271,0.443661465929097,0.526579814541271
"Phillips 66 (NYSE:PSX)","NYSE:PSX","New York Stock Exchange (NYSE)","Energy","BBB+",41847.29,51554.89,110367.5,18238.7,3763.9,3155.85,2945.9,3327.9,20571.5,52450.4,7246.575,23780.8,7504.1,3480.9,14879.4,0,577.1,333.2,9861.1,40560,52450.4,577.1,10194.3,7443.5,2208.60380482029,0.0428398509786422,0.208470358645458,0.203033985237583,0.894834895610502,0.98347108895136,1.02876260637338,0.411446499026345,0.142546688824483,0.146427468968047,0.306168302735156,1.0525013338457,0.962838936552408,1.01919947998444,0.411446499026345,1.01919947998444
"Ping Identity Holding Corp. (NYSE:PING)","NYSE:PING","New York Stock Exchange (NYSE)","IT","B-",1990.26666666667,2023.86666666667,255.625,205.975,-6.15,-15.22625,-27.12925,107.68,14.022,934.9,114.178,640.56,126.3,0,253.68,0,2.388,6.26,179.48,614.61,934.9,2.388,185.744,80.44,39.6122455813856,0.0195725569444885,0.0996502632269093,0.198213319109232,-0.858819201758207,2.06979738577301,0.527647679897776,0.0595211658873099,0.0204197398827288,0.100058770835615,0.413883773554931,2.36866285395971,0.448437582641796,-0.630823099084574,0.0595211658873099,-0.630823099084574
"Pinnacle West Capital Corporation (NYSE:PNW)","NYSE:PNW","New York Stock Exchange (NYSE)","Utilities","BBB+",8220.79,13501.01,3552.36,1542.45,1447.63,1146.49,479.68,19.165,12847.21,16739.59,3721.4435,5042.92,400.96,295.84,1045.61,131.74,324.93,114.16,4397.49,14218.135,16739.59,456.672,4511.642,4949.15,113.703015204816,0.00842181549416053,0.364272748056823,0.290461565595185,3.38836902614002,0.804401398981174,1.2547244511634,0.311484940980906,0.362840410960688,0.289642006576467,3.37524362971157,0.805336636088497,1.25329170493825,0.312815552029736,0.311484940980906,0.312815552029736
"Pioneer Natural Resources Company (NYSE:PXD)","NYSE:PXD","New York Stock Exchange (NYSE)","Energy","BBB",29136.34,31350.66,7175,3532.32,2858.5,2106.305,575.17,1311.04,13400.6,16433.7,2047.633,9852.13,584.49,210.11,2459.94,0,262.7,148.5,2770.29,11507.635,16433.7,248.4,2918.792,1856.15,2432.93605204357,0.077603981927129,0.110314496849302,0.196445957877434,1.72569452520986,1.92141935055844,0.576285220457454,0.934590675181201,0.0664220971108307,0.126438697565351,0.987522334325461,2.08520211027013,0.532392820718983,1.97605334900275,0.934590675181201,1.97605334900275
"Pitney Bowes Inc. (NYSE:PBI)","NYSE:PBI","New York Stock Exchange (NYSE)","Industrials","BB",2420.22,4909.78,3503.75,1681.33,601.66,514.12,180.077,927.5,429.27,6136.85,2202.06875,241.32,446.36,87.11,2523.33,9,258.87,62.345,2915.04,6016.185,6136.85,267.868,2977.387,2317.76,224.328832049937,0.0456902003857479,0.75103578569924,0.529979326377738,6.06071312270765,0.783550284719826,1.40520076484812,0.18336672640015,0.531283295212386,0.445190169819564,4.28058805479223,0.921812626922791,1.18545083970593,0.25696012627416,0.18336672640015,0.25696012627416
"Plantronics, Inc. (NYSE:POLY)","NYSE:POLY","New York Stock Exchange (NYSE)","IT","B+",1718.46,2216.72,1182.1,553.3,156.44,116.27,-52.0969,343.32,158.35,1574.33,545.36225,369.84,195.53,112.83,740.45,0,53.69,11.24,776.66,1389.41,1574.33,53.691,787.898,498.26,28.9478918825611,0.0130588851467759,0.333507602655897,0.423649601117399,5.25914044043221,1.63408592318246,0.676407924877921,Inf,0.160410046571208,0.0207772744293415,2.97556595418762,2.7767193910354,0.503321013435189,1.3083031230634,Inf,1.3083031230634
"PNM Resources, Inc. (NYSE:PNM)","NYSE:PNM","New York Stock Exchange (NYSE)","Utilities","BBB",2999.77,5891.56,1474.92,791.92,514.46,384.205,106.51,15.176,4930.3,6656.07,2030.5995,1840.83,152.79,75.15,360.67,177.23,240.773,28.17,2266.36,5735.65,6656.07,418.002,2294.526,2697.36,83.4279889085991,0.0141605939528069,0.46201952850083,0.402101376061139,5.3158548596477,0.874503757717362,1.1611535060414,0.19783927012743,0.459298441042238,0.400684485814329,5.2830503272115,0.876544183966154,1.15842785684808,0.198995003850232,0.19783927012743,0.198995003850232
"Portland General Electric Company (NYSE:POR)","NYSE:POR","New York Stock Exchange (NYSE)","Utilities","BBB+",3666.44,6127.24,2014.7,1049.8,643.2,478.85,180.9,75.3,6066.8,7645.5,1883.475,2289.6,267.2,79.8,601,17.3,129.6,68.5,2321,6500.7,7645.5,146.9,2389.5,2461.1,121.617615683109,0.019848678309175,0.415580129460652,0.328585025164114,3.96315639386319,0.7957363072686,1.26545747796597,0.258286512247218,0.403382018672748,0.322154133389371,3.84095298728757,0.803500376877525,1.25325936717807,0.265287726931595,0.258286512247218,0.265287726931595
"Post Holdings, Inc. (NYSE:POST)","NYSE:POST","New York Stock Exchange (NYSE)","Consumer Staples","B+",4754.91,9384.01,4544.6,1354.63,786.26,643.065,89.03,829.81,1331.01,9390.9,3783.9125,2567.36,327.82,438.1,1726.29,0,82.62,21.71,5217.49,8107.22,9390.9,82.62,5239.2,4492.01,364.270089661809,0.0388181693819389,0.547866007890372,0.533317485266904,6.68996903514208,0.980435279466954,1.03850013642702,0.155141008147476,0.464345601145807,0.491098108591709,5.63809496886395,1.07601077754947,0.954979729682459,0.185166202360393,0.155141008147476,0.185166202360393
"PPG Industries, Inc. (NYSE:PPG)","NYSE:PPG","New York Stock Exchange (NYSE)","Materials","BBB+",28415.55,32096.15,14905.2,6357.6,2253.7,2011.95,1523.4,1540.8,3198.7,17329.1,3287.575,5280.2,2465.6,1763.8,6683.8,74.1,363.1,202.5,4283.4,14689,17329.1,437.2,4485.9,3304.1,160.334407480809,0.00499544049615949,0.154172342057079,0.280981111900497,2.18927762173443,1.85200866070804,0.549076000518216,0.482523028798281,0.101676098829068,0.202965079121461,1.46397862369654,2.03709122848749,0.499038968420552,0.809546686935796,0.482523028798281,0.809546686935796
"PPL Corporation (NYSE:PPL)","NYSE:PPL","New York Stock Exchange (NYSE)","Utilities","A-",21499.95,40623.15,7897.3,3927.7,3807.5,3241.4,1139.9,1071.9,30580.8,42800.9,14318.775,11891.5,1225.4,404.8,5436,892.6,686.7,4.7,17865,36855.15,42800.9,1579.3,17869.7,18377.1,647.539145105873,0.0159401510002516,0.477932428095852,0.454862969941253,5.11589479455556,0.954140321437027,1.06918167353365,0.19714684797189,0.44741287409674,0.438144567737137,4.79919093460069,0.979464827261094,1.03866211953454,0.215014195142603,0.19714684797189,0.215014195142603
"Prestige Consumer Healthcare Inc. (NYSE:PBH)","NYSE:PBH","New York Stock Exchange (NYSE)","Health Care","BB-",2221.28,3776.54,863.06,495.03,295.3,282.78,120.19,34.87,49.51,3085.31,1181.7995,961.7,114.31,99.64,265.97,0,2.865,7.66,1576.83,2604.455,3085.31,2.866,1584.482,1552.49,56.951577872981,0.0150803587074362,0.419748391519456,0.519137848620114,5.37380085934917,1.25790732709291,0.813840763109133,0.191274427448324,0.410416142390235,0.513603113780187,5.25625249133537,1.27216703061429,0.804509044821512,0.195625252579247,0.191274427448324,0.195625252579247
"Public Service Enterprise Group Incorporated (NYSE:PEG)","NYSE:PEG","New York Stock Exchange (NYSE)","Utilities","BBB+",24499.86,37007.16,9774,3408.1,3679.1,3006.25,1206.9,414.2,29549.5,41196,9686.35,13450.8,1569.6,920.1,3828,833,1029.9,71.6,11118.7,34470.6,41196,1862.9,11190.3,12639,444.659532676406,0.0120155000458399,0.347674835593811,0.310066140292561,3.65952238949812,0.888887768818933,1.13284511746529,0.311580912704082,0.335883533070579,0.302842387591936,3.54099161287536,0.89805218962418,1.12105381494205,0.32379864167408,0.311580912704082,0.32379864167408
"PulteGroup, Inc. (NYSE:PHM)","NYSE:PHM","New York Stock Exchange (NYSE)","Consumer","BBB-",8721.94,10438.81,8622.08,2120.13,1268.98,1243.945,1070.29,1277.05,110.8,9953.88,1876.43425,4955.18,26.11,6420.97,8851.34,62.17,2.9888,25.27,2523.66,7476.3,9953.88,378.652,2548.935,1650.56,716.061961626848,0.0685961294081268,0.281795006477607,0.299135258722265,2.9724715008985,1.06198253955577,0.96871343322737,0.427797774499253,0.15725058564914,0.190623512213152,1.63372157350184,1.22807741194481,0.844166757348756,1.03662644769732,0.427797774499253,1.03662644769732
"PVH Corp. (NYSE:PVH)","NYSE:PVH","New York Stock Exchange (NYSE)","Consumer","BBB-",7946.29,11406.33,8415.72,4553.93,1016.51,870.55,369.31,759.7,1285.31,11494.46,2534.69875,4850.81,669.19,1376.19,3116.65,16.38,168.98,428.71,3018.76,9069.055,11494.46,185.365,3447.47,2873.13,227.564249535525,0.0199506983872573,0.343186769223166,0.313946950064207,3.90197049973354,1.03190704624412,1.07844194042782,0.299737328526003,0.27109222581134,0.264626345488613,3.08478271870108,1.10955581205554,1.006347397016,0.38492829745211,0.299737328526003,0.38492829745211
"Quad/Graphics, Inc. (NYSE:QUAD)","NYSE:QUAD","New York Stock Exchange (NYSE)","Industrials","B+",755.7,1943.44,4036.41,818.39,429.88,301.6,-63.8,51.35,1438.68,2884.73,871.27,598.97,552.43,248.11,934.64,0,104.78,31.82,1042.21,2585.245,2884.73,104.78,1074.03,1127.46,120.437358545151,0.0619712255305805,0.656978164333442,0.425300520372489,2.89011539626769,0.675654465034624,1.5324813241277,0.362637503375638,0.617756906675877,0.412314751777753,2.72263231355256,0.690419250372126,1.49326006647013,0.380609202419608,0.362637503375638,0.380609202419608
"Quanta Services, Inc. (NYSE:PWR)","NYSE:PWR","New York Stock Exchange (NYSE)","Industrials","BBB-",7229.51,8148.55,9498.4,1339.76,749.39,623.955,349.53,211.05,1384.07,7089.64,683.49045,3989,2546.43,65.24,2992.49,7.25,39.3699,55.1884,879.87,5095.125,7089.64,46.6229,935.045,770.63,202.570094590051,0.0248596492124428,0.102411485217682,0.111651580084773,1.1063141552761,1.09105899802789,0.972248178731211,7392.86156823952,0.0712596443472954,0.0791024792263609,0.806958220931654,1.12939484939283,0.941092819505881,-0.178705641996436,7392.86156823952,-0.178705641996436
"Quest Diagnostics Incorporated (NYSE:DGX)","NYSE:DGX","New York Stock Exchange (NYSE)","Health Care","BBB+",12852.06,16738.22,8055.83,3086.75,1763.2,1606.26,930.29,466.1,1338.7,11013.7,2963.35,5160.4,1043.5,120.8,1856.4,55.6,265,149.3,3636.6,8433.5,11013.7,320.6,3785.9,3640.4,569.73186675839,0.0340377810040966,0.247333358006135,0.373382677607145,2.44657869472463,1.52349850240593,0.663706564444718,0.428511668479137,0.221160079473016,0.347729618927175,2.19831429679577,1.58453721284268,0.637533285911599,0.485539889291134,0.428511668479137,0.485539889291134
"Range Resources Corporation (NYSE:RRC)","NYSE:RRC","New York Stock Exchange (NYSE)","Energy","BB-",6612.22,9866.1,2227.64,1114.69,839.61,366.381,-431.65,21.823,7287.47,8176.14,2453.421,3230.18,273.84,10.16,435.29,0,33.5,10.92,3234.1,6561.06,8176.14,33.497,3245.007,3256.68,414.408090466927,0.0420032323275587,0.396834207504583,0.412042884818267,5.10066004515112,1.28063594739143,0.971818456608374,0.257713212017043,0.394412414553968,0.410172002086781,5.05339216782177,1.2852085870183,0.969397106624978,0.258947811245594,0.257713212017043,0.258947811245594
"Rayonier Advanced Materials Inc. (NYSE:RYAM)","NYSE:RYAM","New York Stock Exchange (NYSE)","Materials","B",626.933333333333,1378.6875,1234.74,179.85,219.4,165.4615,98.675,114.99,1044.32,1882.2,583.97525,541.81,101.31,188.83,496.98,0,14.136,5.222,797.59,1611.305,1882.2,14.143,802.818,701.97,84.8198483060814,0.0615221711273087,0.764816870256798,0.412829844213766,4.92560978149266,0.716020779550199,1.5913097970424,Inf,0.642846253978303,0.378798218501134,4.22583947231978,0.781591630445627,1.46934944854771,Inf,Inf,Inf
"Raytheon Technologies Corporation (NYSE:RTX)","NYSE:RTX","New York Stock Exchange (NYSE)","Industrials","A-",104064.95,129616.25,58753.8,14515,9753.9,8469.9,4619.1,6560.7,11169.5,114270.2,20295.45,41695.2,13890.3,9194.8,36115.5,707.9,1475.6,460.5,26603.5,93422.6,114270.2,2183.5,27064,22686.8,1519.60180822331,0.0117238525896507,0.222488374739233,0.255776928156242,3.13513073960252,1.16387362037558,0.869955612373433,0.369787951078912,0.171121906378267,0.207943277133582,2.43264479395828,1.2396609157541,0.818589144012466,0.499875185530388,0.369787951078912,0.499875185530388
"Reliance Steel & Aluminum Co. (NYSE:RS)","NYSE:RS","New York Stock Exchange (NYSE)","Materials","BBB",6535.28,8317.13,10341.36,2991.03,1104.38,997.915,585.02,195.54,1723.92,7712.38,1382.865,4551.14,1081.93,1620.72,2999.95,0,119.25,46.61,1743.14,5436.81,7712.38,119.25,1789.75,1713.46,532.218252641193,0.0639906136661556,0.23646368647861,0.248236720101346,1.93604086775091,1.07246615245308,0.944838190157726,0.589585760466516,0.214862966630118,0.228628675693944,1.75549665262905,1.10243613216441,0.923237470309234,0.678737029582794,0.589585760466516,0.678737029582794
"Republic Services, Inc. (NYSE:RSG)","NYSE:RSG","New York Stock Exchange (NYSE)","Industrials","BBB+",22847.49,30956.24,9665.83,3758.3,2718.31,2180.775,892.61,72.8,7911.08,21466.24,6058.3675,8030.99,1031.26,48.34,1439.88,0,269.85,142.83,7689.41,17450.745,21466.24,269.85,7832.24,8029.29,359.354447277027,0.0116084656042539,0.277585384701645,0.376301944315638,2.98406393383945,1.4190527307601,0.745219128899468,0.335391941304426,0.274706139016501,0.374081956580779,2.95561678437301,1.42355183435679,0.742339883214323,0.338619977173383,0.335391941304426,0.338619977173383
"Resideo Technologies, Inc. (NYSE:REZI)","NYSE:REZI","New York Stock Exchange (NYSE)","Industrials","BB+",2750.575,3905.575,5139,1478.4,564,524.9,79.4,297.666666666667,359.666666666667,5055,576.583333333333,2142.83333333333,813.166666666667,601.833333333333,1837.33333333333,0.166666666666667,26.1666666666667,56.3333333333333,785.333333333333,3983.58333333333,5055,26.3333333333333,841.666666666667,570.333333333333,176.337744116227,0.0451502644594527,0.351462448234397,0.161296727028951,1.66825065161953,0.720319001113341,1.44152071671464,57.7885471591474,0.250459535104584,0.114670144469708,1.08503629014936,0.784528669910401,1.34051780358483,-0.432913217566939,57.7885471591474,-0.432913217566939
"Resolute Forest Products Inc. (NYSE:RFP)","NYSE:RFP","New York Stock Exchange (NYSE)","Materials","B+",848.89,1359.69,3695.9,1021.5,427.5,324.85,-64.8,155.3,1757,4410.5,412.9,1870.6,380.2,526.8,1199.2,1.3,26.1,19.2,555.7,3475.2,4410.5,27.4,574.9,447,228.266048480471,0.167880949687408,0.461470181272221,0.140239041198948,1.79807722561367,0.311472803641929,3.32946916637778,0.797141158132754,0.346907940558494,0.109541717616785,1.42403845510815,0.322023576902195,3.21490692566405,1.24716456986423,0.797141158132754,1.24716456986423
"Restaurant Brands International Inc. (NYSE:QSR)","NYSE:QSR","New York Stock Exchange (NYSE)","Consumer","BB",14564.7,28601.8,3963.81,1957.07,1608.26,1530.515,489.92,1154.5,2198.85,18001.95,7287.365,4333.49,415.52,68.78,1759.82,0,229.6,547.63,9324.09,15835.205,18001.95,229.6,9871.72,8946.82,635.875886212606,0.0222320233765919,0.416047184786365,0.553899526015922,6.35349019100089,1.35734822375246,0.751302467739761,0.169277229571196,0.370138819428173,0.518401241471201,5.51835727418066,1.44412742788273,0.705394102381569,0.197171286316916,0.169277229571196,0.197171286316916
"Ritchie Bros. Auctioneers Incorporated (NYSE:RBA)","NYSE:RBA","New York Stock Exchange (NYSE)","Industrials","BB+",3984.54,4316.21,901.54,574.21,231.03,209.58,132.01,244.05,560.27,1837.94,411.8585,805.52,80.08,64.84,505.73,18.492,12.66,40.276,559.06,1435.19,1837.94,31.148,599.346,386.46,65.4410175484594,0.0151616852628717,0.12999477429637,0.294650721492515,2.48243878203643,2.36275062359414,0.432136915775168,0.690156378036899,0.068679832744093,0.172425682401652,1.40691331277707,2.75914106920213,0.370812865644075,-0.905562726159164,0.690156378036899,-0.905562726159164
"Rite Aid Corporation (NYSE:RAD)","NYSE:RAD","New York Stock Exchange (NYSE)","Consumer Staples","CC",3413.26,8981.83,23485.33,5629.05,750.72,565.825,208.595,178.62,2453.24,8956.93,3944.2505,85.59,1398.21,2293.55,4211.41,0,187.17,856.09,4275.32,8914.145,8956.93,187.165,5131.377,5139.93,329.531228666824,0.0366886512733846,0.6712810683333,0.610732461153946,8.08791154686186,1.01608409149697,1.17885611657581,0.146334375895112,0.645152351139622,0.601748982249048,7.79981777018332,1.03515854350066,1.15272682154243,0.153170406127915,0.146334375895112,0.153170406127915
"Rockwell Automation, Inc. (NYSE:ROK)","NYSE:ROK","New York Stock Exchange (NYSE)","Industrials","A",20178.61,20865.8,6505.19,2710.73,1294.31,1216.34,826.02,1509.69,662.94,6871.43,1085.0625,2006.84,1188.71,598.31,3506.97,254.53,73.57,59.82,1562.06,5868.01,6871.43,328.1,1621.88,440.29,115.657035622088,0.0055428996550378,0.0922709603139494,0.273248629024971,1.50949810215723,3.04742153487922,0.347517483854929,0.77588462335653,0.0100466894078487,0.0334398966452564,0.326091532967951,3.96683158429425,0.265293212948829,-1.31640726602848,0.77588462335653,-1.31640726602848
"Roper Technologies, Inc. (NYSE:ROP)","NYSE:ROP","New York Stock Exchange (NYSE)","IT","BBB+",28147.86,32036.78,4376.64,2754.66,1533.45,1364.225,1072.1,538.16,194.71,14356.31,3599.17325,6988.16,755.64,189.7,1706.84,0,381.711,59.37,4537.21,10862.23,14356.31,381.712,4596.581,4440.11,430.620447081237,0.0134414397165145,0.15432455134218,0.334731995895214,3.11144693026916,2.20677486191042,0.460635735700632,0.355464261996306,0.133344795796698,0.302666339313647,2.73044373659794,2.30939341229556,0.439657100070079,0.426794982502524,0.355464261996306,0.426794982502524
